No errors
No warnings
512 ms
data source=metars
4668 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
CYQF 280700Z 19004KT 15SM BKN220 M05/M09 A2998 RMK CI6 SLP188,CYQF,2018-10-28T07:00:00Z,52.17,-113.9,-5.0,-9.0,190,4,,15.0,29.97933,1018.8,,,,,,,,,,BKN,22000,,,,,,,VFR,,,,,,,,,,,,SPECI,905.0
CYPY 280700Z AUTO 00000KT 9SM CLR M07/M08 A2985 RMK SLP126,CYPY,2018-10-28T07:00:00Z,58.77,-111.12,-7.0,-8.0,0,0,,9.0,29.84941,1012.6,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,232.0
CYPA 280700Z 29008KT 15SM FEW075 02/M01 A2990 RMK AC2 SLP144,CYPA,2018-10-28T07:00:00Z,53.22,-105.67,2.0,-1.0,290,8,,15.0,29.899607,1014.4,,,,,,,,,,FEW,7500,,,,,,,VFR,,,,,,,,,,,,SPECI,428.0
CYOJ 280700Z AUTO VRB02KT 9SM CLR M05/M07 A2983 RMK SLP126,CYOJ,2018-10-28T07:00:00Z,58.62,-117.17,-5.0,-7.0,0,2,,9.0,29.828741,1012.6,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,338.0
CYNE 280700Z AUTO 31004KT 9SM BKN006 BKN016 OVC024 00/00 A2968 RMK SLP064,CYNE,2018-10-28T07:00:00Z,53.97,-97.82,0.0,0.0,310,4,,9.0,29.681103,1006.4,,TRUE,,,,,,,,BKN,600,BKN,1600,OVC,2400,,,IFR,,,,,,,,,,,,SPECI,223.0
CYMM 280700Z AUTO 20007KT 9SM CLR M01/M03 A2988 RMK SLP139,CYMM,2018-10-28T07:00:00Z,56.65,-111.22,-1.0,-3.0,200,7,,9.0,29.878937,1013.9,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,369.0
CYLL 280700Z AUTO 30007KT 9SM SCT025 01/M02 A2994 RMK SLP162,CYLL,2018-10-28T07:00:00Z,53.32,-110.07,1.0,-2.0,300,7,,9.0,29.940945,1016.2,,TRUE,,,,,,,,SCT,2500,,,,,,,VFR,,,,,,,,,,,,SPECI,669.0
CYKJ 280700Z AUTO 26004KT 1/4SM FZFG VV002 M01/M01 A2981 RMK ICG SLP123,CYKJ,2018-10-28T07:00:00Z,57.25,-105.62,-1.0,-1.0,260,4,,0.25,29.811024,1012.3,,TRUE,,,,,,,FZFG,OVX,0,,,,,,,LIFR,,,,,,,,,,,200,SPECI,509.0
CYGX 280700Z 10003KT 070V150 1SM BR VV006 01/00 A2970 RMK FG8 SLP067,CYGX,2018-10-28T07:00:00Z,56.35,-94.7,1.0,0.0,100,3,,1.0,29.698818,1006.7,,,,,,,,,BR,OVX,0,,,,,,,LIFR,,,,,,,,,,,600,SPECI,145.0
CYET 280700Z AUTO 29003KT 9SM BKN210 M02/M07 A2992 RMK SLP164,CYET,2018-10-28T07:00:00Z,53.57,-116.47,-2.0,-7.0,290,3,,9.0,29.920275,1016.4,,TRUE,,,,,,,,BKN,21000,,,,,,,VFR,,,,,,,,,,,,SPECI,925.0
CYEN 280700Z AUTO 28011G16KT 9SM CLR 02/M02 A2993 RMK SLP157,CYEN,2018-10-28T07:00:00Z,49.22,-102.97,2.0,-2.0,280,11,16,9.0,29.929134,1015.7,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,581.0
CYBU 280700Z AUTO 26011G16KT 9SM FEW035 BKN050 OVC065 03/01 A2984 RMK SLP124,CYBU,2018-10-28T07:00:00Z,53.32,-104.0,3.0,1.0,260,11,16,9.0,29.840551,1012.4,,TRUE,,,,,,,,FEW,3500,BKN,5000,OVC,6500,,,VFR,,,,,,,,,,,,SPECI,374.0
CYBQ 280700Z AUTO 31006KT 290V360 3/8SM FZFG VV002 M02/M02 A2970 RMK ICG SLP078,CYBQ,2018-10-28T07:00:00Z,58.7,-98.5,-2.0,-2.0,310,6,,0.38,29.698818,1007.8,,TRUE,,,,,,,FZFG,OVX,0,,,,,,,LIFR,,,,,,,,,,,200,METAR,262.0
CYBK 280700Z 31010KT 15SM -SN OVC026 M01/M02 A2959 RMK SC8 SLP023,CYBK,2018-10-28T07:00:00Z,64.28,-96.07,-1.0,-2.0,310,10,,15.0,29.589567,1002.3,,,,,,,,,-SN,OVC,2600,,,,,,,MVFR,,,,,,,,,,,,SPECI,18.0
CWHN 280700Z AUTO 31006KT 270V340 9SM OVC037 04/00 A2989 RMK SLP143,CWHN,2018-10-28T07:00:00Z,54.88,-109.97,4.0,0.0,310,6,,9.0,29.890747,1014.3,,TRUE,,,,,,,,OVC,3700,,,,,,,VFR,,,,,,,,,,,,METAR,636.0
CYZY 280700Z AUTO 00000KT 9SM BKN180 OVC200 M02/M03 A2978 RMK SLP117,CYZY,2018-10-28T07:00:00Z,55.28,-123.12,-2.0,-3.0,0,0,,9.0,29.778543,1011.7,,TRUE,,,,,,,,BKN,18000,OVC,20000,,,,,VFR,,,,,,,,,,,,SPECI,690.0
CYYF 280700Z 00000KT 15SM -RA OVC040 08/06 A2995 RMK SC8 SLP151,CYYF,2018-10-28T07:00:00Z,49.47,-119.58,8.0,6.0,0,0,,15.0,29.949802,1015.1,,,,,,,,,-RA,OVC,4000,,,,,,,VFR,,,,,,,,,,,,SPECI,344.0
CYYE 280700Z 17003KT 160V230 15SM SKC M04/M06 A2983 RMK SLP122,CYYE,2018-10-28T07:00:00Z,58.82,-122.57,-4.0,-6.0,170,3,,15.0,29.828741,1012.2,,,,,,,,,,SKC,,,,,,,,VFR,,,,,,,,,,,,SPECI,382.0
CYYD 280700Z AUTO 18013KT 9SM OVC110 07/M01 A2959 RMK SLP035,CYYD,2018-10-28T07:00:00Z,54.82,-127.18,7.0,-1.0,180,13,,9.0,29.589567,1003.5,,TRUE,,,,,,,,OVC,11000,,,,,,,VFR,,,,,,,,,,,,SPECI,523.0
CYXY 280700Z 00000KT 15SM FEW200 M02/M03 A2967 RMK CI2 SLP085,CYXY,2018-10-28T07:00:00Z,60.72,-135.07,-2.0,-3.0,0,0,,15.0,29.66929,1008.5,,,,,,,,,,FEW,20000,,,,,,,VFR,,,,,,,,,,,,SPECI,703.0
CYXT 280700Z 29004KT 220V020 15SM -RA OVC044 06/04 A2950 RMK SC8 SLP997,CYXT,2018-10-28T07:00:00Z,54.47,-128.57,6.0,4.0,290,4,,15.0,29.500984,999.7,,,,,,,,,-RA,OVC,4400,,,,,,,VFR,,,,,,,,,,,,SPECI,217.0
CYXJ 280700Z 12004KT 30SM SCT230 01/M05 A2984 RMK CI4 SLP133,CYXJ,2018-10-28T07:00:00Z,56.25,-120.73,1.0,-5.0,120,4,,30.0,29.840551,1013.3,,,,,,,,,,SCT,23000,,,,,,,VFR,,,,,,,,,,,,SPECI,695.0
CYWL 280700Z CCA 10032G39KT 15SM -SHRA OVC065 05/M01 A2969 RMK SC8 CVCTV CLD EMBD PRESFR SLP076,CYWL,2018-10-28T07:00:00Z,52.18,-122.07,5.0,-1.0,100,32,39,15.0,29.68996,1007.6,,,,,,,,,-SHRA,OVC,6500,,,,,,,VFR,,,,,,,,,,,,SPECI,940.0
CYQU 280700Z 00000KT 25SM BKN250 M03/M06 A2988 RMK CI5 SLP148,CYQU,2018-10-28T07:00:00Z,55.18,-118.88,-3.0,-6.0,0,0,,25.0,29.878937,1014.8,,,,,,,,,,BKN,25000,,,,,,,VFR,,,,,,,,,,,,SPECI,669.0
CYQH 280700Z 31003KT 20SM SKC M05/M06 A2978 RMK SLP120,CYQH,2018-10-28T07:00:00Z,60.12,-128.82,-5.0,-6.0,310,3,,20.0,29.778543,1012.0,,,,,,,,,,SKC,,,,,,,,VFR,,,,,,,,,,,,SPECI,690.0
CYMA 280700Z 03003KT 20SM FEW120 BKN220 M07/M08 A2976 RMK AC2CI3 SLP117,CYMA,2018-10-28T07:00:00Z,63.62,-135.87,-7.0,-8.0,30,3,,20.0,29.760826,1011.7,,,,,,,,,,FEW,12000,BKN,22000,,,,,VFR,,,,,,,,,,,,SPECI,504.0
CYLW 280700Z AUTO 01006KT 9SM -RA SCT037 OVC046 06/06 A2995 RMK SLP151,CYLW,2018-10-28T07:00:00Z,49.95,-119.37,6.0,6.0,10,6,,9.0,29.949802,1015.1,,TRUE,,,,,,,-RA,SCT,3700,OVC,4600,,,,,VFR,,,,,,,,,,,,SPECI,430.0
CYKA 280700Z 15005KT 12SM -SHRA BKN040 OVC070 07/05 A2990 RMK SC6AC2 CVCTV CLD EMBD SLP136,CYKA,2018-10-28T07:00:00Z,50.7,-120.45,7.0,5.0,150,5,,12.0,29.899607,1013.6,,,,,,,,,-SHRA,BKN,4000,OVC,7000,,,,,VFR,,,,,,,,,,,,SPECI,346.0
CYQG 280700Z AUTO 31007KT 9SM OVC015 05/04 A2982 RMK SLP105,CYQG,2018-10-28T07:00:00Z,42.27,-82.97,5.0,4.0,310,7,,9.0,29.819881,1010.5,,TRUE,,,,,,,,OVC,1500,,,,,,,MVFR,,,,,,,,,,,,SPECI,190.0
CYMO 280700Z AUTO 10007KT 9SM OVC190 M04/M06 A3009 RMK SLP191,CYMO,2018-10-28T07:00:00Z,51.28,-80.62,-4.0,-6.0,100,7,,9.0,30.088583,1019.1,,TRUE,,,,,,,,OVC,19000,,,,,,,VFR,,,,,,,,,,,,SPECI,10.0
SPJC 280700Z 18004KT 9999 OVC020 17/15 Q1014 NOSIG RMK PP000,SPJC,2018-10-28T07:00:00Z,-12.02,-77.12,17.0,15.0,180,4,,6.21,29.940945,,,,,,TRUE,,,,,OVC,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,13.0
MHTG 280700Z 00000KT 8000 FEW008 BKN024 19/19 Q1020 A3012 NOSIG,MHTG,2018-10-28T07:00:00Z,14.07,-87.22,19.0,19.0,0,0,,4.97,30.11811,,,,,,TRUE,,,,,FEW,800,BKN,2400,,,,,MVFR,,,,,,,,,,,,METAR,1004.0
MHLM 280700Z 17004KT 9999 SCT024 BKN080 23/22 Q1016 A3000 NOSIG,MHLM,2018-10-28T07:00:00Z,15.45,-87.93,23.0,22.0,170,4,,6.21,30.0,,,,,,TRUE,,,,,SCT,2400,BKN,8000,,,,,VFR,,,,,,,,,,,,METAR,26.0
WAMM 280700Z 18007KT 120V220 9000 SCT021 30/22 Q1007 NOSIG,WAMM,2018-10-28T07:00:00Z,1.55,124.92,30.0,22.0,180,7,,5.59,29.734253,,,,,,TRUE,,,,,SCT,2100,,,,,,,VFR,,,,,,,,,,,,METAR,80.0
WAJJ 280700Z 27005KT 9999 FEW013 31/24 Q1004 NOSIG,WAJJ,2018-10-28T07:00:00Z,-2.58,140.52,31.0,24.0,270,5,,6.21,29.64567,,,,,,TRUE,,,,,FEW,1300,,,,,,,VFR,,,,,,,,,,,,METAR,88.0
ORSU 280700Z 05020G30KT CAVOK 18/02 Q1028,ORSU,2018-10-28T07:00:00Z,35.57,45.32,18.0,2.0,50,20,30,6.21,30.35433,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,761.0
WIII 280700Z 02007KT 340V050 9999 FEW020 33/23 Q1008 NOSIG,WIII,2018-10-28T07:00:00Z,-6.13,106.67,33.0,23.0,20,7,,6.21,29.763779,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,8.0
MDSD 280700Z 02004KT 9999 FEW016 23/22 Q1013 NOSIG,MDSD,2018-10-28T07:00:00Z,18.42,-69.67,23.0,22.0,20,4,,6.21,29.911417,,,,,,TRUE,,,,,FEW,1600,,,,,,,VFR,,,,,,,,,,,,METAR,18.0
MDPC 280700Z 07004KT 9999 FEW018 26/23 Q1014 NOSIG,MDPC,2018-10-28T07:00:00Z,18.57,-68.37,26.0,23.0,70,4,,6.21,29.940945,,,,,,TRUE,,,,,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,12.0
MDST 280700Z VRB03KT 9999 BKN016 23/23 Q1014,MDST,2018-10-28T07:00:00Z,19.4,-70.6,23.0,23.0,0,3,,6.21,29.940945,,,,,,,,,,,BKN,1600,,,,,,,MVFR,,,,,,,,,,,,METAR,184.0
WBKW 280700Z 33003KT 260V020 9999 FEW010 FEW016CB BKN140 26/24 Q1007,WBKW,2018-10-28T07:00:00Z,4.32,118.12,26.0,24.0,330,3,,6.21,29.734253,,,,,,,,,,,FEW,1000,FEW,1600,BKN,14000,,,VFR,,,,,,,,,,,,METAR,20.0
WBKT 280700Z 35006KT 300V060 9999 FEW014 BKN270 31/25 Q1007,WBKT,2018-10-28T07:00:00Z,6.92,116.82,31.0,25.0,350,6,,6.21,29.734253,,,,,,,,,,,FEW,1400,BKN,27000,,,,,VFR,,,,,,,,,,,,METAR,5.0
WBKS 280700Z 02005KT 340V060 9999 FEW016 BKN290 31/26 Q1007,WBKS,2018-10-28T07:00:00Z,5.9,118.07,31.0,26.0,20,5,,6.21,29.734253,,,,,,,,,,,FEW,1600,BKN,29000,,,,,VFR,,,,,,,,,,,,METAR,13.0
CXHR 280700Z AUTO 11005KT 01/M06 RMK AO1 T00101064,CXHR,2018-10-28T07:00:00Z,51.18,-112.5,1.0,-6.4,110,5,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,971.0
CXFR 280700Z AUTO 01003KT M04/M07 RMK AO1 T10401071,CXFR,2018-10-28T07:00:00Z,56.08,-118.43,-4.0,-7.1,10,3,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,655.0
CYYT 280700Z VRB02KT 15SM SCT110 00/M02 A3056 RMK AC4 SLP357,CYYT,2018-10-28T07:00:00Z,47.62,-52.72,0.0,-2.0,0,2,,15.0,30.561024,1035.7,,,,,,,,,,SCT,11000,,,,,,,VFR,,,,,,,,,,,,SPECI,140.0
CYYR 280700Z 25009G15KT 15SM BKN045 M07/M11 A3046 RMK SC6 SLP320,CYYR,2018-10-28T07:00:00Z,53.32,-60.42,-7.0,-11.0,250,9,15,15.0,30.46063,1032.0,,,,,,,,,,BKN,4500,,,,,,,VFR,,,,,,,,,,,,SPECI,49.0
CYYQ 280700Z 21005KT 15SM -SHRA OVC027 00/M01 A2973 RMK SC8 CVCTV CLD EMBD SLP071,CYYQ,2018-10-28T07:00:00Z,58.75,-94.07,0.0,-1.0,210,5,,15.0,29.731298,1007.1,,,,,,,,,-SHRA,OVC,2700,,,,,,,MVFR,,,,,,,,,,,,SPECI,29.0
CYYJ 280700Z 10005KT 090V250 3SM -RA BR FEW003 BKN009 OVC020 10/10 A2968 RMK SF2SF4SC2 SLP052,CYYJ,2018-10-28T07:00:00Z,48.63,-123.42,10.0,10.0,100,5,,3.0,29.681103,1005.2,,,,,,,,,-RA BR,FEW,300,BKN,900,OVC,2000,,,IFR,,,,,,,,,,,,SPECI,19.0
CYYC 280700Z 18003KT 15SM BKN190 03/M07 A2998 RMK AC5 SLP178,CYYC,2018-10-28T07:00:00Z,51.12,-114.02,3.0,-7.0,180,3,,15.0,29.97933,1017.8,,,,,,,,,,BKN,19000,,,,,,,VFR,,,,,,,,,,,,SPECI,1084.0
CYXX 280700Z 08013G19KT 10SM OVC035 09/08 A2971 RMK SC8 SLP063,CYXX,2018-10-28T07:00:00Z,49.03,-122.38,9.0,8.0,80,13,19,10.0,29.71063,1006.3,,,,,,,,,,OVC,3500,,,,,,,VFR,,,,,,,,,,,,SPECI,58.0
CYWG 280700Z 29007KT 15SM BKN076 02/01 A2974 RMK AC7 SLP084,CYWG,2018-10-28T07:00:00Z,49.88,-97.22,2.0,1.0,290,7,,15.0,29.740158,1008.4,,,,,,,,,,BKN,7600,,,,,,,VFR,,,,,,,,,,,,SPECI,239.0
CYVR 280700Z 09012KT 15SM OVC025 10/09 A2968 RMK SC8 SLP053,CYVR,2018-10-28T07:00:00Z,49.17,-123.17,10.0,9.0,90,12,,15.0,29.681103,1005.3,,,,,,,,,,OVC,2500,,,,,,,MVFR,,,,,,,,,,,,SPECI,2.0
CYUL 280700Z 04022G30KT 12SM BKN009 OVC025 01/M00 A2977 RMK SF7SC1 SLP083,CYUL,2018-10-28T07:00:00Z,45.47,-73.73,1.0,0.0,40,22,30,12.0,29.769686,1008.3,,,,,,,,,,BKN,900,OVC,2500,,,,,IFR,,,,,,,,,,,,SPECI,36.0
CYTR 280700Z 01006KT 3SM -PL OVC011 01/00 A2974 RMK SF8 CIG VRB 8-14 SLP076,CYTR,2018-10-28T07:00:00Z,44.12,-77.52,1.0,0.0,10,6,,3.0,29.740158,1007.6,,,,,,,,,-PL,OVC,1100,,,,,,,MVFR,,,,,,,,,,,,SPECI,86.0
CYQX 280700Z 31006KT 20SM BKN110 BKN200 BKN250 M03/M06 A3056 RMK AC5CC1CS1 SLP358,CYQX,2018-10-28T07:00:00Z,48.95,-54.58,-3.0,-6.0,310,6,,20.0,30.561024,1035.8,,,,,,,,,,BKN,11000,BKN,20000,BKN,25000,,,VFR,,,,,,,,,,,,SPECI,151.0
CYQQ 280700Z 15019G27KT 12SM -RA FEW028 OVC036 10/09 A2962 RMK SC2SC6 PCPN VRY LGT SLP031,CYQQ,2018-10-28T07:00:00Z,49.72,-124.9,10.0,9.0,150,19,27,12.0,29.619095,1003.1,,,,,,,,,-RA,FEW,2800,OVC,3600,,,,,VFR,,,,,,,,,,,,SPECI,24.0
CYQM 280700Z 06018G24KT 2 1/2SM -RA BKN006 OVC022 02/02 A3009 RMK SF6SC2 SLP194,CYQM,2018-10-28T07:00:00Z,46.12,-64.67,2.0,2.0,60,18,24,2.5,30.088583,1019.4,,,,,,,,,-RA,BKN,600,OVC,2200,,,,,IFR,,,,,,,,,,,,SPECI,71.0
CYZV 280700Z 04007KT 15SM BKN240 M06/M11 A3046 RMK CS7 SLP319,CYZV,2018-10-28T07:00:00Z,50.22,-66.27,-6.0,-11.0,40,7,,15.0,30.46063,1031.9,,,,,,,,,,BKN,24000,,,,,,,VFR,,,,,,,,,,,,SPECI,55.0
CYZF 280700Z 29004KT 15SM OVC021 M01/M02 A2983 RMK SC8 SLP117,CYZF,2018-10-28T07:00:00Z,62.47,-114.45,-1.0,-2.0,290,4,,15.0,29.828741,1011.7,,,,,,,,,,OVC,2100,,,,,,,MVFR,,,,,,,,,,,,SPECI,206.0
CYYZ 280700Z 35007KT 9SM -SN SCT004 SCT010 OVC014 01/M00 A2977 RMK SF3SF1SC4 SLP089,CYYZ,2018-10-28T07:00:00Z,43.67,-79.62,1.0,0.0,350,7,,9.0,29.769686,1008.9,,,,,,,,,-SN,SCT,400,SCT,1000,OVC,1400,,,MVFR,,,,,,,,,,,,SPECI,173.0
CYZX 280700Z 06015KT 3SM -RA BR FEW004 OVC013 05/05 A2992 RMK SF2SC6 SLP133,CYZX,2018-10-28T07:00:00Z,44.98,-64.92,5.0,5.0,60,15,,3.0,29.920275,1013.3,,,,,,,,,-RA BR,FEW,400,OVC,1300,,,,,MVFR,,,,,,,,,,,,SPECI,28.0
CYDB 280700Z AUTO 14009KT 9SM CLR 01/M05 A2960 RMK SLP060,CYDB,2018-10-28T07:00:00Z,61.37,-139.05,1.0,-5.0,140,9,,9.0,29.601377,1006.0,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,801.0
UCFM 280700Z 30009MPS 9000 BKN033CB 14/09 Q1028 R26/CLRD70 TEMPO 29012G17MPS 1500 BLDU BKN005,UCFM,2018-10-28T07:00:00Z,43.07,74.48,14.0,9.0,300,17,,5.59,30.35433,,,,,,,,,,,BKN,3300,,,,,,,VFR,,,,,,,,,,,,METAR,633.0
VTCC 280700Z 22005KT 9999 FEW035 33/20 Q1015 NOSIG,VTCC,2018-10-28T07:00:00Z,18.77,98.97,33.0,20.0,220,5,,6.21,29.970472,,,,,,TRUE,,,,,FEW,3500,,,,,,,VFR,,,,,,,,,,,,METAR,314.0
VVPQ 280700Z 07004KT 9999 SCT015 SCT040 31/23 Q1009 NOSIG,VVPQ,2018-10-28T07:00:00Z,10.23,103.97,31.0,23.0,70,4,,6.21,29.793306,,,,,,TRUE,,,,,SCT,1500,SCT,4000,,,,,VFR,,,,,,,,,,,,METAR,4.0
GABS 280700Z 21004KT 9999 FEW020 23/21 Q1016 NOSIG,GABS,2018-10-28T07:00:00Z,12.52,-7.95,23.0,21.0,210,4,,6.21,30.0,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,381.0
CYNA 280700Z AUTO 06005KT 9SM BKN240 M06/M08 A3052 RMK PRESFR SLP338,CYNA,2018-10-28T07:00:00Z,50.17,-61.82,-6.0,-8.0,60,5,,9.0,30.519686,1033.8,,TRUE,,,,,,,,BKN,24000,,,,,,,VFR,,,,,,,,,,,,SPECI,11.0
SUMU 280700Z 00000KT 0600 R24/N1200 R19/D0500 FG NSC 11/10 Q1017 TEMPO VCFG,SUMU,2018-10-28T07:00:00Z,-34.82,-56.0,11.0,10.0,0,0,,0.37,30.029528,,,,,,,,,,FG,CLR,,,,,,,,LIFR,,,,,,,,,,,,METAR,32.0
SULS 280700Z 07002KT 0050 FG VV/// 13/12 Q1017,SULS,2018-10-28T07:00:00Z,-34.87,-55.1,13.0,12.0,70,2,,0.03,30.029528,,,,,,,,,,FG,OVX,0,,,,,,,LIFR,,,,,,,,,,,,METAR,30.0
SLVR 280700Z 17004KT 9999 SCT008 BKN017 BKN070 21/21 Q1011,SLVR,2018-10-28T07:00:00Z,-17.63,-63.12,21.0,21.0,170,4,,6.21,29.852362,,,,,,,,,,,SCT,800,BKN,1700,BKN,7000,,,MVFR,,,,,,,,,,,,METAR,373.0
SLLP 280700Z VRB02KT 4000E VCFG FEW003 SCT070 BKN200 06/04 Q1036,SLLP,2018-10-28T07:00:00Z,-16.52,-68.17,6.0,4.0,0,2,,2.49,30.590551,,,,,,,,,,VCFG,FEW,300,SCT,7000,BKN,20000,,,IFR,,,,,,,,,,,,METAR,4014.0
SLCB 280700Z 00000KT 9999 FEW027 BKN070 15/11 Q1021,SLCB,2018-10-28T07:00:00Z,-17.42,-66.18,15.0,11.0,0,0,,6.21,30.147638,,,,,,,,,,,FEW,2700,BKN,7000,,,,,VFR,,,,,,,,,,,,METAR,2548.0
SGES 280700Z 24003KT CAVOK 14/12 Q1013,SGES,2018-10-28T07:00:00Z,-25.45,-54.85,14.0,12.0,240,3,,6.21,29.911417,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,849.0
SGAS 280700Z 19004KT CAVOK 16/14 Q1013,SGAS,2018-10-28T07:00:00Z,-25.25,-57.52,16.0,14.0,190,4,,6.21,29.911417,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,101.0
SYCJ 280700Z VRB02KT 9999 FEW013CB SCT014 24/23 Q1010 CB WNW NOSIG,SYCJ,2018-10-28T07:00:00Z,6.5,-58.25,24.0,23.0,0,2,,6.21,29.822834,,,,,,TRUE,,,,,FEW,1300,SCT,1400,,,,,VFR,,,,,,,,,,,,METAR,30.0
CXLB 280700Z AUTO 07027G34KT 12/11 RMK AO1 PK WND 07040/0628 SLP099 T01150111 56055,CXLB,2018-10-28T07:00:00Z,44.37,-64.3,11.5,11.1,70,27,34,,,1009.9,,TRUE,TRUE,,,,,,,,,,,,,,,,-5.5,,,,,,,,,,,METAR,4.0
CXKM 280700Z AUTO 24008KT M04/M06 RMK AO1 T10361055,CXKM,2018-10-28T07:00:00Z,52.82,-111.85,-3.6,-5.5,240,8,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,675.0
CXKI 280700Z AUTO M02/M05 RMK AO1 SLP142 T10171053 56023,CXKI,2018-10-28T07:00:00Z,48.22,-80.0,-1.7,-5.3,,,,,,1014.2,,TRUE,TRUE,,,,,,,,,,,,,,,,-2.3,,,,,,,,,,,METAR,324.0
KASJ 280700Z AUTO 25004KT 10SM CLR 10/09 A2984 RMK AO2 T00950090,KASJ,2018-10-28T07:00:00Z,36.28,-77.17,9.5,9.0,250,4,,10.0,29.840551,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,21.0
K24A 280700Z AUTO 30005KT 10SM OVC029 06/02 A2999 RMK AO2 T00610019,K24A,2018-10-28T07:00:00Z,35.32,-83.2,6.1,1.9,300,5,,10.0,29.991142,,,TRUE,TRUE,,,,,,,OVC,2900,,,,,,,MVFR,,,,,,,,,,,,SPECI,871.0
KETC 280700Z AUTO 26008KT 10SM CLR 10/09 A2986 RMK AO2 T01040085,KETC,2018-10-28T07:00:00Z,35.93,-77.55,10.4,8.5,260,8,,10.0,29.861221,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,17.0
KGWW 280700Z AUTO 28007KT 10SM BKN110 11/09 A2989 RMK AO2 T01100086,KGWW,2018-10-28T07:00:00Z,35.47,-77.97,11.0,8.6,280,7,,10.0,29.890747,,,TRUE,TRUE,,,,,,,BKN,11000,,,,,,,VFR,,,,,,,,,,,,SPECI,41.0
DTTR 280700Z 13006KT 9999 FEW020 20/11 Q1011,DTTR,2018-10-28T07:00:00Z,31.7,9.27,20.0,11.0,130,6,,6.21,29.852362,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,259.0
DTTN 280700Z /////KT 9999 SCT020 21/09 Q1004,DTTN,2018-10-28T07:00:00Z,36.47,8.8,21.0,9.0,,,,6.21,29.64567,,,,,,,,,,,SCT,2000,,,,,,,VFR,,,,,,,,,,,,SPECI,144.0
DTTL 280700Z 19008KT 140V250 9999 SCT033 23/20 Q1006,DTTL,2018-10-28T07:00:00Z,36.85,11.07,23.0,20.0,190,8,,6.21,29.704725,,,,,,,,,,,SCT,3300,,,,,,,VFR,,,,,,,,,,,,METAR,30.0
FOON 280700Z 21004KT 170V250 9999 SCT004 OVC016 25/23 Q1014,FOON,2018-10-28T07:00:00Z,-1.63,13.42,25.0,23.0,210,4,,6.21,29.940945,,,,,,,,,,,SCT,400,OVC,1600,,,,,MVFR,,,,,,,,,,,,SPECI,441.0
FOOG 280700Z 20011KT 9999 FEW010 SCT040 28/25 Q1013,FOOG,2018-10-28T07:00:00Z,-0.7,8.75,28.0,25.0,200,11,,6.21,29.911417,,,,,,,,,,,FEW,1000,SCT,4000,,,,,VFR,,,,,,,,,,,,SPECI,4.0
WBSB 280700Z 34003KT 9999 SCT015 FEW016CB SCT140 BKN300 29/25 Q1008 RETS NOSIG,WBSB,2018-10-28T07:00:00Z,4.92,114.92,29.0,25.0,340,3,,6.21,29.763779,,,,,,TRUE,,,,,SCT,1500,FEW,1600,SCT,14000,BKN,30000,VFR,,,,,,,,,,,,METAR,15.0
KNGU 280659Z 23007KT 10SM FEW070 12/09 A2980 RMK AO2 SLP092 T01170094,KNGU,2018-10-28T06:59:00Z,36.92,-76.27,11.7,9.4,230,7,,10.0,29.799213,1009.2,,,TRUE,,,,,,,FEW,7000,,,,,,,VFR,,,,,,,,,,,,SPECI,5.0
